"mapruleid","shortname","network","allowedservergeo","excludedserverGeo"
"7698","ch698","freeflow","",""
"7699","ch699","freeflow","",""
"7900","ch900","freeflow","",""
"7901","ch901","freeflow","",""
"7902","ch902","freeflow","",""
"7903","ch903","freeflow","",""
"7904","ch904","freeflow","",""
"7910","ch910","freeflow","",""
"7911","ch911","freeflow","",""
"7912","ch912","freeflow","",""
"7913","ch913","freeflow","",""
"7914","ch914","freeflow","",""
"7915","ch915","freeflow","",""
"7916","ch916","freeflow","",""
"7917","ch917","freeflow","",""
"7918","ch918","freeflow","",""
"7919","ch919","freeflow","",""
"7920","ch920","freeflow","",""
"7921","ch921","freeflow","",""
"7922","ch922","freeflow","",""
"7923","ch923","freeflow","",""
"7924","ch924","freeflow","",""
"7925","ch925","freeflow","",""
"7926","ch926","freeflow","",""
"7927","ch927","freeflow","",""
"7928","ch928","freeflow","",""
"7929","ch929","freeflow","",""
"7930","ch930","freeflow","",""
"7931","ch931","freeflow","",""
"7932","ch932","freeflow","",""
"7933","ch933","freeflow","",""
"7934","ch934","freeflow","",""
"7935","ch935","freeflow","",""
"7936","ch936","freeflow","",""
"7937","ch937","freeflow","",""
"7938","ch938","freeflow","",""
"7939","ch939","freeflow","",""
"7940","ch940","freeflow","",""
"7941","ch941","freeflow","",""
"7942","ch942","freeflow","",""
"7943","ch943","freeflow","",""
"7944","ch944","freeflow","",""
"7945","ch945","freeflow","",""
"7946","ch946","freeflow","",""
"7947","ch947","freeflow","",""
"7948","ch948","freeflow","",""
"7949","ch949","freeflow","",""
"7950","ch950","freeflow","",""
"7951","ch951","freeflow","",""
"7952","ch952","freeflow","",""
"7953","ch953","freeflow","",""
"7954","ch954","freeflow","",""
"7955","ch955","freeflow","",""
"7956","ch956","freeflow","",""
"7957","ch957","freeflow","",""
"7959","ch959","freeflow","",""
"7960","ch960","freeflow","",""
"7961","ch961","freeflow","",""
"7962","ch962","freeflow","",""
"7963","ch963","freeflow","",""
"7964","ch964","freeflow","",""
"7965","ch965","freeflow","",""
"7966","ch966","freeflow","",""
"7967","ch967","freeflow","",""
"7968","ch968","freeflow","",""
"7969","ch969","freeflow","",""
"7970","ch970","freeflow","",""
"7971","ch971","freeflow","",""
"7972","ch972","freeflow","",""
"7973","ch973","freeflow","",""
"7974","ch974","freeflow","",""
"7975","ch975","freeflow","",""
"7976","ch976","freeflow","",""
"8210","ch1210","freeflow","",""
"8211","ch1211","freeflow","",""
"8212","ch1212","freeflow","",""
"8213","ch1213","freeflow","",""
"8214","ch1214","freeflow","",""
"8215","ch1215","freeflow","",""
"8601","ig1s","essl","IN",""
"8615","i6ig15s","essl","EU_V1",""
"8650","i6api1s","essl","",""
"8651","i6api2s","essl","",""
"8652","i6api3s","essl","",""
"8653","i6api4s","essl","",""
"8654","i6api5s","essl","",""
"8655","i6api6s","essl","",""
"8656","i6api7s","essl","",""
"8657","i6api8s","essl","",""
"8658","i6api9s","essl","",""
"8659","i6api10s","essl","",""
"8660","i6api11s","essl","",""
"8661","i6api12s","essl","",""
"8662","i6api13s","essl","",""
"8663","i6api14s","essl","",""
"8664","i6api15s","essl","",""
"8701","i6ig1","essl","IN",""
"8703","i6ig3","essl","US",""
"8704","i6ig4","essl","EU",""
"8705","i6ig5","essl","",""
"8706","i6ig6","essl","",""
"8707","i6ig7","essl","",""
"8709","i6ig9","essl","",""
"8715","i6ig15","essl","EU_V1",""
"8801","dscig1","essl","",""
"8815","dscig15","essl","",""
"8901","i6ig1s","essl","IN",""
"8915","ig15s","essl","EU_V1",""
"9001","i6ca2","essl","",""
"9005","i6m","essl","",""
"9012","i6e12","essl","",""
"9014","i6e14","essl","",""
"9015","i6e15","essl","",""
"9016","i6e16","essl","",""
"9017","i6e17","essl","",""
"9021","i6e21","essl","",""
"9022","i6e22","essl","",""
"9027","i6e27","essl","",""
"9028","i6e28","essl","",""
"9029","i6e29","essl","",""
"9032","i6e32","essl","SA_EU",""
"9037","i6b2","essl","SA_PLUS",""
"9038","i6b3","essl","TR_PLUS",""
"9040","q","essl","",""
"9041","qs","essl","",""
"9042","i6q","essl","",""
"9043","i6c4","essl","AE_PLUS",""
"9050","i6cc","freeflow","EU_V1",""
"9056","i6cj","freeflow","",""
"9057","i6ck","freeflow","",""
"9059","i6cn2","freeflow","",""
"9060","i6co","freeflow","",""
"9066","i6t","freeflow","",""
"9067","i6us","freeflow","",""
"9068","i6usd","freeflow","",""
"9069","i6v","freeflow","",""
"9074","i6z","freeflow","",""
"9077","i6w4","freeflow","EU",""
"9080","i6w13","freeflow","","RU"
"9081","i6w14","freeflow","",""
"9083","i6w19","freeflow","",""
"9086","i6w22","freeflow","",""
"9087","i6w25","freeflow","",""
"9089","i6w27","freeflow","",""
"9090","i6w28","freeflow","","DIS_EXCL"
"9091","i6w29","freeflow","EU",""
"9092","i6w38","freeflow","","TW"
"9093","i6w39","freeflow","",""
"9094","i6w44","freeflow","","RU"
"9095","i6w45","freeflow","","RU"
"9098","i6w48","freeflow","",""
"9103","i6w53","freeflow","",""
"9104","i6w54","freeflow","",""
"9106","i6w56","freeflow","",""
"9109","i6w59","freeflow","",""
"9110","i6w60","freeflow","",""
"9111","i6w61","freeflow","",""
"9113","i6w63","freeflow","","DIS_EXCL"
"9115","i6w65","freeflow","",""
"9116","i6w66","freeflow","",""
"9117","i6w67","freeflow","",""
"9118","i6w68","freeflow","",""
"9119","i6w69","freeflow","",""
"9123","i6w73","freeflow","",""
"9124","i6w74","freeflow","","IN"
"9125","i6w75","freeflow","",""
"9126","i6w76","freeflow","",""
"9128","i6w78","freeflow","",""
"9129","i6w79","freeflow","",""
"9130","i6w80","freeflow","",""
"9131","i6w81","freeflow","",""
"9133","i6w83","freeflow","",""
"9135","i6w85","freeflow","",""
"9136","i6w86","freeflow","",""
"9137","i6w87","freeflow","",""
"9138","i6w88","freeflow","",""
"9139","i6w89","freeflow","",""
"9140","i6w90","freeflow","",""
"9141","i6w91","freeflow","",""
"9142","i6w92","freeflow","",""
"9143","i6w93","freeflow","",""
"9144","i6w94","freeflow","",""
"9145","i6w95","freeflow","",""
"9146","i6w96","freeflow","",""
"9147","i6w97","freeflow","",""
"9149","i6w99","freeflow","",""
"9150","i6w100","freeflow","",""
"9187","xbc","mts","",""
"9191","xbc01","mts","",""
"9193","xbc03","mts","",""
"9201","dscca2","essl","",""
"9205","dscm","essl","",""
"9212","dsce12","essl","",""
"9214","dsce14","essl","",""
"9215","dsce15","essl","",""
"9216","dsce16","essl","",""
"9217","dsce17","essl","",""
"9221","dsce21","essl","",""
"9222","dsce22","essl","",""
"9227","dsce27","essl","",""
"9228","dsce28","essl","",""
"9229","dsce29","essl","",""
"9236","dscb1","essl","",""
"9237","e17s","essl","",""
"9239","e36s","essl","",""
"9243","cd1","essl","",""
"9244","cd2","essl","",""
"9257","dscck","freeflow","",""
"9259","dsccn2","freeflow","",""
"9260","dscco","freeflow","",""
"9266","dsct","freeflow","",""
"9267","dscus","freeflow","",""
"9268","dscusd","freeflow","",""
"9269","dscv","freeflow","",""
"9274","dscz","freeflow","",""
"9277","dscw4","freeflow","",""
"9280","dscw13","freeflow","",""
"9281","dscw14","freeflow","",""
"9283","dscw19","freeflow","",""
"9286","dscw22","freeflow","",""
"9287","dscw25","freeflow","",""
"9289","dscw27","freeflow","",""
"9290","dscw28","freeflow","","DIS_EXCL"
"9291","dscw29","freeflow","",""
"9292","dscw38","freeflow","",""
"9293","dscw39","freeflow","",""
"9294","dscw44","freeflow","",""
"9295","dscw45","freeflow","",""
"9298","dscw48","freeflow","",""
"9303","dscw53","freeflow","",""
"9304","dscw54","freeflow","",""
"9306","dscw56","freeflow","",""
"9309","dscw59","freeflow","",""
"9310","dscw60","freeflow","",""
"9311","dscw61","freeflow","",""
"9313","dscw63","freeflow","",""
"9315","dscw65","freeflow","",""
"9316","dscw66","freeflow","",""
"9317","dscw67","freeflow","",""
"9318","dscw68","freeflow","",""
"9319","dscw69","freeflow","",""
"9323","dscw73","freeflow","",""
"9324","dscw74","freeflow","",""
"9325","dscw75","freeflow","",""
"9326","dscw76","freeflow","",""
"9328","dscw78","freeflow","",""
"9329","dscw79","freeflow","",""
"9330","dscw80","freeflow","",""
"9331","dscw81","freeflow","",""
"9333","dscw83","freeflow","",""
"9335","dscw85","freeflow","",""
"9336","dscw86","freeflow","",""
"9337","dscw87","freeflow","",""
"9338","dscw88","freeflow","",""
"9339","dscw89","freeflow","",""
"9340","dscw90","freeflow","",""
"9341","dscw91","freeflow","",""
"9342","dscw92","freeflow","",""
"9343","dscw93","freeflow","",""
"9344","dscw94","freeflow","",""
"9345","dscw95","freeflow","",""
"9346","dscw96","freeflow","",""
"9347","dscw97","freeflow","",""
"9349","dscw99","freeflow","",""
"9350","dscw100","freeflow","",""
"9368","i6e36s","essl","",""
"9369","ade","essl","CONUS",""
"9370","i6ade","essl","CONUS",""
"9372","nev2","nevada","",""
"9373","nev3","nevada","",""
"9374","nev4","nevada","",""
"9375","nev5","nevada","",""
"9376","nev6","nevada","",""
"9377","nev7","nevada","",""
"9378","nev8","nevada","",""
"9379","nev9","nevada","",""
"9380","nev10","nevada","",""
"9382","i6nev2","nevada","",""
"9383","i6nev3","nevada","",""
"9384","i6nev4","nevada","",""
"9385","i6nev5","nevada","",""
"9386","i6nev6","nevada","",""
"9387","i6nev7","nevada","",""
"9388","i6nev8","nevada","",""
"9389","i6nev9","nevada","",""
"9390","i6nev10","nevada","",""
"9392","dscnev2","nevada","",""
"9393","dscnev3","nevada","",""
"9394","dscnev4","nevada","",""
"9395","dscnev5","nevada","",""
"9396","dscnev6","nevada","",""
"9397","dscnev7","nevada","",""
"9398","dscnev8","nevada","",""
"9399","dscnev9","nevada","",""
"9400","dscnev10","nevada","",""
"9437","bw","essl","",""
"9438","gw","essl","",""
"9440","bg1","essl","",""
"9441","bg2","essl","",""
"9442","gg1","essl","",""
"9443","gg2","essl","",""
"9444","u","essl","",""
"9445","us","essl","",""
"9446","dscu","essl","",""
"9447","i6u","essl","",""
"9448","i6us","essl","",""
"9515","dspw65","freeflow","",""
"9523","i6e73s","essl","",""
"9602","agw1","essl","",""
"9603","agw2","essl","",""
"9611","bgw1","essl","",""
"9612","bgw2","essl","",""
"9621","ggw1","essl","",""
"9622","ggw2","essl","",""
"9631","b5","essl","",""
"9632","b6","essl","",""
"9633","b7","essl","",""
"9636","b1","essl","",""
"9637","b2","essl","SA_PLUS",""
"9638","b3","essl","TR_PLUS",""
"9639","b4","essl","",""
"9643","c4","essl","AE_PLUS",""
"9644","g1","essl","",""
"9645","g2","essl","",""
"9646","g3","essl","",""
"9647","g4","essl","",""
"9650","ch10","freeflow","",""
"9651","ch11","freeflow","",""
"9652","ch12","freeflow","",""
"9658","ch18","freeflow","",""
"9660","ch10","essl","",""
"9661","ch11","essl","",""
"9662","ch12","essl","","RU"
"9663","ch13","essl","",""
"9664","ch14","essl","",""
"9665","ch15","essl","",""
"9666","ch16","essl","",""
"9667","ch17","essl","",""
"9668","ch18","essl","",""
"9669","ch19","essl","",""
"9678","x1","essl","",""
"9680","xw","essl","",""
"9683","a2","essl","",""
"9690","d1","essl","",""
"9691","d2","essl","",""
"9710","cl","essl","",""
"9711","cl1","essl","",""
"9714","xgw1","essl","",""
"9715","xgw2","essl","",""
"9724","bgdwa1","essl","",""
"9734","agdwa1","essl","",""
"9744","ggdwa1","essl","",""
"9754","xgdwa1","essl","",""
"9867","e107s","essl","",""
"9961","e14s","essl","",""
"9962","e15s","essl","",""
"9965","s2800","essl","",""
"9966","s2801","essl","",""
"9967","s2802","essl","",""
"9968","s2803","essl","",""
"9969","s2804","essl","",""
"9970","s2805","essl","",""
"9971","s2806","essl","",""
"9972","s2807","essl","",""
"9973","s2808","essl","",""
"9974","s2809","essl","",""
"9975","s2810","essl","",""
"9976","s2811","essl","",""
"9977","s2812","essl","",""
"9978","s2813","essl","",""
"9979","s2814","essl","",""
"9980","s2815","essl","",""
"9981","s2816","essl","",""
"9982","s2817","essl","",""
"9983","s2818","essl","",""
"9984","s2819","essl","",""
"9985","s2820","essl","",""
"9986","s2821","essl","",""
"9987","s2822","essl","",""
"9988","s2823","essl","",""
"9989","s2824","essl","",""
"9990","s2825","essl","",""
"9991","s2826","essl","",""
"9992","s2827","essl","",""
"9993","s2828","essl","",""
"9994","s2829","essl","",""
"9995","s2830","essl","",""
"9996","s2831","essl","",""
"9997","s2832","essl","",""
"9998","s2833","essl","",""
"9999","s2834","essl","",""
"10000","s600","freeflow","",""
"10001","s601","freeflow","",""
"10002","s602","freeflow","",""
"10003","s603","freeflow","",""
"10004","s604","freeflow","",""
"10005","s605","freeflow","",""
"10006","s606","freeflow","",""
"10007","s607","freeflow","",""
"10008","s608","freeflow","",""
"10009","s609","freeflow","",""
"10010","s610","freeflow","",""
"10011","s611","freeflow","",""
"10012","s612","freeflow","",""
"10013","s613","freeflow","",""
"10014","s614","freeflow","",""
"10015","s615","freeflow","",""
"10016","s616","freeflow","",""
"10017","s617","freeflow","",""
"10018","s618","freeflow","",""
"10019","s619","freeflow","",""
"10020","s620","freeflow","",""
"10021","s621","freeflow","",""
"10022","s622","freeflow","",""
"10023","s623","freeflow","",""
"10024","s624","freeflow","",""
"10025","s625","freeflow","",""
"10026","s626","freeflow","",""
"10027","s627","freeflow","",""
"10028","s628","freeflow","",""
"10029","s629","freeflow","",""
"10030","s630","freeflow","",""
"10031","s631","freeflow","",""
"10032","s632","freeflow","",""
"10033","s633","freeflow","",""
"10034","s634","freeflow","",""
"10035","s635","freeflow","",""
"10036","s636","freeflow","",""
"10037","s637","freeflow","",""
"10038","s638","freeflow","",""
"10039","s639","freeflow","",""
"10040","s640","freeflow","",""
"10041","s641","freeflow","",""
"10042","s642","freeflow","",""
"10043","s643","freeflow","",""
"10044","s644","freeflow","",""
"10045","s645","freeflow","",""
"10046","s646","freeflow","",""
"10047","s647","freeflow","",""
"10048","s648","freeflow","",""
"10049","s649","freeflow","",""
"10050","s650","freeflow","",""
"10051","s651","freeflow","",""
"10052","s652","freeflow","",""
"10053","s653","freeflow","",""
"10054","s654","freeflow","",""
"10055","s655","freeflow","",""
"10056","s656","freeflow","",""
"10057","s657","freeflow","",""
"10058","s658","freeflow","",""
"10059","s659","freeflow","",""
"10060","s660","freeflow","",""
"10061","s661","freeflow","",""
"10062","s662","freeflow","",""
"10063","s663","freeflow","",""
"10064","s664","freeflow","",""
"10065","s665","freeflow","",""
"10066","s666","freeflow","",""
"10067","s667","freeflow","",""
"10068","s668","freeflow","",""
"10069","s669","freeflow","",""
"10070","s670","freeflow","",""
"10071","s671","freeflow","",""
"10072","s672","freeflow","",""
"10073","s673","freeflow","",""
"10074","s674","freeflow","",""
"10075","s675","freeflow","",""
"10076","s676","freeflow","",""
"10077","s677","freeflow","",""
"10078","s678","freeflow","",""
"10079","s679","freeflow","",""
"10080","s680","freeflow","",""
"10081","s681","freeflow","",""
"10082","s682","freeflow","",""
"10083","s683","freeflow","",""
"10084","s684","freeflow","",""
"10085","s685","freeflow","",""
"10086","s686","freeflow","",""
"10087","s687","freeflow","",""
"10088","s688","freeflow","",""
"10089","s689","freeflow","",""
"10090","s690","freeflow","",""
"10091","s691","freeflow","",""
"10092","s692","freeflow","",""
"10093","s693","freeflow","",""
"10094","s694","freeflow","",""
"10095","s695","freeflow","",""
"10096","s696","freeflow","",""
"10097","s697","freeflow","",""
"10098","s698","freeflow","",""
"10099","s699","freeflow","",""
"10100","s700","freeflow","",""
"10101","s701","freeflow","",""
"10102","s702","freeflow","",""
"10103","s703","freeflow","",""
"10104","s704","freeflow","",""
"10105","s705","freeflow","",""
"10106","s706","freeflow","",""
"10107","s707","freeflow","",""
"10108","s708","freeflow","",""
"10109","s709","freeflow","",""
"10110","s710","freeflow","",""
"10111","s711","freeflow","",""
"10112","s712","freeflow","",""
"10113","s713","freeflow","",""
"10114","s714","freeflow","",""
"10115","s715","freeflow","",""
"10116","s716","freeflow","",""
"10117","s717","freeflow","",""
"10118","s718","freeflow","",""
"10119","s719","freeflow","",""
"10120","s720","freeflow","",""
"10121","s721","freeflow","",""
"10122","s722","freeflow","",""
"10123","s723","freeflow","",""
"10124","s724","freeflow","",""
"10125","s725","freeflow","",""
"10126","s726","freeflow","",""
"10127","s727","freeflow","",""
"10128","s728","freeflow","",""
"10129","s729","freeflow","",""
"10130","s730","freeflow","",""
"10131","s731","freeflow","",""
"10132","s732","freeflow","",""
"10133","s733","freeflow","",""
"10134","s734","freeflow","",""
"10135","s735","freeflow","",""
